TL_OEGATE: -2195.881><341.7984><-1454.717><516.5631><1><><48><35
TL_A10: -352.3606><322.5128><116.4557><488.2567><0><><48><35
TL_B10: -1597.236><317.0378><-753.4945><488.7068><0><><100><35
TL_K01: -1341.993><430.9889><-1356.494><643.6578><1><><558><44
TL_B11: -794.468><322.6795><-118.0419><743.0626><2><><99><35
TL_F03: 1038.043><328.2609><-849.0652><-111.5653><1><><152><155
TL_S07: 1148.043><328.2609><-520.0652><-173.5653><1><><48><25
TL_B12: 48.04341><278.2609><-802.0652><-272.5652><1><><100><35
OffScreenDen_TL: -393.1075><-305.0264><118.4665><118.1598><1><><0><0
Connection: TL_OEGATE,TL_K01,45,9,26,12,0,3
Connection: TL_B01,TL_S01,13,33,19,9,1,3
Connection: TL_B01,TL_C09,92,28,3,24,0,2
Connection: TL_B01,TL_A01,26,5,29,26,3,1
Connection: TL_B01,TL_C02,69,4,19,71,3,1
Connection: TL_D01,TL_C01,124,100,28,53,3,1
Connection: TL_D01,TL_C09,8,36,147,21,2,0
Connection: TL_D01,TL_E01,110,24,59,30,3,1
Connection: TL_C03,TL_V01,24,108,339,6,1,3
Connection: TL_C03,TL_B07,37,45,4,20,3,2
Connection: TL_C03,TL_B02,18,44,9,29,3,2
Connection: TL_A01,TL_A06,8,27,43,25,2,0
Connection: TL_B02,TL_A06,98,26,6,24,0,2
Connection: TL_C01,TL_V01,25,115,891,5,1,3
Connection: TL_C01,TL_S02,39,76,39,24,3,1
Connection: TL_C02,TL_C09,71,71,83,3,1,3
Connection: TL_C02,TL_E01,112,60,12,17,0,2
Connection: TL_C02,TL_A02,19,45,21,28,3,1
Connection: TL_E01,TL_A03,170,30,41,6,1,3
Connection: TL_E01,TL_C04,234,29,3,31,0,1
Connection: TL_C04,TL_G01,108,11,23,60,3,1
Connection: TL_C04,TL_E02,92,5,132,70,3,3
Connection: TL_B03,TL_E02,15,64,105,60,1,3
Connection: TL_B03,TL_S03,31,19,17,18,1,2
Connection: TL_B03,TL_G01,38,20,23,6,1,3
Connection: TL_E02,TL_I01,3,5,146,115,2,1
Connection: TL_C05,TL_D02,155,19,8,19,0,2
Connection: TL_D02,TL_D03,191,19,6,19,0,2
Connection: TL_D03,TL_S04,115,10,11,17,2,1
Connection: TL_V01,TL_A10,661,68,26,26,2,0
Connection: TL_V01,TL_A04,266,63,3,25,0,2
Connection: TL_V01,TL_K01,83,35,81,12,1,3
Connection: TL_V01,TL_B05,870,34,21,15,1,2
Connection: TL_V01,TL_AC01,1001,12,24,8,0,2
Connection: TL_A04,TL_B08,41,23,8,27,1,2
Connection: TL_A04,TL_B10,7,7,93,9,2,0
Connection: TL_B07,TL_C10,43,33,122,26,0,2
Connection: TL_B08,TL_A07,88,9,8,10,0,2
Connection: TL_A07,TL_A08,48,29,4,23,0,2
Connection: TL_A07,TL_S06,25,19,16,18,0,2
Connection: TL_A07,TL_B11,50,10,7,7,0,2
Connection: TL_A08,TL_A09,54,25,4,29,0,2
Connection: TL_A09,TL_B09,44,22,7,29,0,2
Connection: TL_B09,TL_B11,11,11,94,9,2,0
Connection: TL_B09,TL_A10,80,8,9,7,0,2
Connection: TL_K01,TL_B11,478,12,65,29,2,1
Connection: TL_F03,TL_S07,132,14,5,2,0,2
