GATE_TL_OE: -2692.14><241.2879><-2207.506><482.523><1><><48><35
TL_A12: 2154.671><167.7399><1467.709><330.582><0><Subway><52><11
TL_A16: 3214.824><240.129><2178.424><436.0716><0><Subway><53><12
TL_A18: 3621.82><240.129><2425.421><439.0716><0><Subway><53><12
TL_A19: 1590.817><169.129><1082.43><336.0716><0><Subway><52><11
TL_A20: 1776.817><167.129><1204.429><342.0716><0><Subway><52><11
TL_A21: 2840.82><170.129><1925.427><346.0716><0><Subway><52><11
TL_A22: 3213.82><169.129><2182.424><359.0716><0><Subway><52><11
TL_A23: 3419.82><168.129><2306.421><361.0716><0><Subway><52><11
TL_A24: 3616.82><168.129><2427.421><362.0716><0><Subway><52><11
TL_J01: -2371.619><591.213><-2391.677><684.2483><1><Silos><412><78
TL_A42: -2440.838><766.6804><-2044.224><902.2601><1><Silos><48><40
TL_S13: -2524.53><745.084><-2215.427><913.2023><0><><48><35
TL_A25: 1420.713><180.0631><959.4741><309.0302><0><><48><35
TL_D05: 178.1826><-194.352><535.0197><-303.1065><0><Filtration System><48><150
TL_F04: -44.81794><-488.3529><-166.9799><-781.1066><0><Filtration System><104><121
TL_S10: 169.1828><83.64772><403.0202><-4.106668><0><><48><35
TL_B19: -74.47506><-735.6122><-182.9401><-920.3754><0><><100><39
TL_B20: -242.8334><-842.3325><-417.9624><-1049.551><1><Aquifer><100><35
TL_C13: 137.1126><-841.8835><-266.5437><-1177.535><1><Aquifer><152><35
TL_B21: 173.4351><-816.4727><-160.2329><-1051.39><0><Aquifer><100><35
TL_G02: 250.9518><-599.2748><66.15211><-1027.929><1><><220><115
TL_B22: 520.6357><-845.101><73.54301><-1171.754><1><><100><35
TL_B23: 477.3239><-812.0579><300.1552><-1162.626><0><><100><35
TL_A39: -39.15465><-845.4622><-396.813><-1181.114><0><><48><35
TL_E05: -3961.499><-61.75978><-3253.385><95.89736><1><><32><190
TL_C04: 375.4484><-322.229><472.1197><-472.3957><1><Filtration System><151><35
TL_C14: 2127.627><133.1877><1319.067><-29.92125><0><Subway><174><35
TL_A43: 2083.564><121.3948><1687.68><-40.80277><2><Subway><65><12
TL_A44: 2274.564><122.3948><1686.68><36.19723><2><Subway><65><12
TL_D02: 1664.447><-108.2291><1309.118><-463.3967><1><Filtration System><200><37
TL_C05: 1000.448><-114.2293><908.1179><-463.3961><1><Filtration System><162><37
TL_D03: 2435.449><-112.2293><1792.118><-462.3967><1><Filtration System><201><37
TL_S04: 2471.449><-196.2292><1969.117><-619.3958><1><><48><35
TL_A28: 693.0403><258.3183><493.7793><323.177><1><><48><16
TL_A29: 1001.038><191.3188><626.7794><332.177><0><Maintenance><48><13
TL_A30: 1014.041><192.3188><777.7794><415.1776><1><Maintenance><41><25
TL_B24: 864.8669><247.9587><585.8394><411.454><1><Maintenance><70><32
TL_B18: 1214.04><204.3187><748.7794><314.177><0><Maintenance><96><21
TL_A31: 168.6891><-1068.667><23.4762><-1357.272><1><Aquifer><70><41
TL_A32: -2306.31><333.3346><-1878.524><600.7275><2><Subway><53><12
TL_A33: -2099.77><332.5707><-1756.628><599.8605><0><Subway><53><12
TL_A34: -1934.738><333.9491><-1634.515><597.9117><0><Subway><53><12
TL_A35: -1699.738><332.9491><-1483.515><600.9117><0><Subway><53><12
TL_A36: -1514.738><333.9491><-1359.515><599.9117><0><Subway><53><12
TL_A37: -1327.738><332.9491><-1234.515><597.9117><0><Subway><53><12
TL_A38: -1140.738><332.9491><-1106.516><601.9117><0><Subway><53><12
TL_D06: -36.96863><-1200.266><-207.2209><-1566.999><1><Aquifer><204><52
TL_D04: -3163.743><660.6205><-2657.521><676.0787><1><Silos><56><156
TL_C15: -2385.056><-296.7162><-1644.021><-340.1963><1><Pipework><48><118
TL_A40: -1910.059><-325.7162><-1308.021><-275.1963><1><Pipework><48><35
TL_B25: -2128.574><-357.7855><-1519.298><-314.6914><1><Pipework><91><57
TL_C16: -2040.807><-193.805><-1501.71><-145.6622><1><Pipework><131><40
TL_B26: -3023.329><606.17><-2515.323><687.3644><0><Silos><48><77
TL_D08: -3291.972><680.6664><-2771.777><705.2178><0><Silos><48><155
TL_H01: -3499.619><740.213><-2983.677><758.2483><1><Silos><97><140
TL_M01: -3948.692><696.1547><-3400.605><561.5287><1><><202><307
TL_V01: 299.465><100.1001><-1778.544><110.3675><1><><1017><81
TL_B14: -2188.259><226.127><-1704.831><332.1892><1><Maintenance><112><35
TL_K01: -1830.438><337.7858><-2073.849><462.1021><1><Subway><558><44
TL_A10: -840.8035><229.3098><-583.8934><322.7005><0><><48><35
TL_AC01: 2431.678><180.5954><269.9331><114.0071><1><Subway><1418><73
TL_A04: -1878.552><222.7708><-1226.882><326.6039><1><><48><35
TL_C01: -90.55127><-145.2294><237.1177><-222.3959><1><><48><121
TL_C03: -1744.554><-145.2292><-1174.882><-225.3959><1><><48><114
TL_V02: 187.6236><49.6614><815.3333><519.4991><1><><1129><38
GATE_TL_LM: 4433.729><204.6417><2966.093><333.9208><0><><48><35
TL_B15: 3032.67><201.7399><2055.708><354.582><0><Subway><52><37
TL_B16: 3805.907><206.5006><2554.306><361.1286><0><Subway><52><37
TL_A11: 2153.12><238.7204><1474.493><433.2488><0><Subway><53><12
TL_A13: 1592.817><239.129><1073.43><429.0716><0><Subway><53><12
TL_A14: 1784.817><239.129><1206.429><423.0716><0><Subway><53><12
TL_A15: 2835.82><237.129><1926.427><426.0716><0><Subway><53><12
TL_A17: 3420.82><239.129><2303.421><438.0716><0><Subway><53><12
TL_S12: 4535.468><250.8064><3103.421><521.0259><1><><48><35
TL_T01: 1629.585><-112.7865><662.6284><-316.6688><0><><809><121
TL_A27: -2305.301><346.7262><-1820.851><327.0719><0><><48><35
TL_A45: 59.99577><-6.128947E-05><872.692><-176.3952><1><><65><12
TL_A46: 169.996><-6.128947E-05><1014.692><-177.3952><1><><65><12
TL_A47: 279.9954><-6.128947E-05><1156.692><-177.3952><1><><65><12
TL_A48: 389.9954><-6.128947E-05><1296.692><-176.3952><1><><65><12
TL_S14: 539.6696><-3.941854E-05><1463.13><-182.9867><1><><65><12
TL_A50: 609.9957><-6.128947E-05><1669.692><-183.3952><1><><65><12
TL_A51: 719.9957><-6.128947E-05><1807.692><-183.3952><1><><65><12
TL_A52: 829.9957><-6.128947E-05><1939.692><-181.3952><1><><65><12
TL_A53: 939.9957><-6.128947E-05><2078.692><-180.3952><1><><65><12
OffScreenDen_TL: -881.5529><-398.229><-567.8824><-6.396437><1><><0><0
Connection: GATE_TL_OE,TL_K01,45,9,26,12,0,3
Connection: GATE_DS_SB,TL_D05,11,5,42,142,3,0
Connection: GATE_LF_SB,TL_J01,2,9,408,9,2,3
Connection: GATE_TL_VS,TL_G01,1,10,237,54,2,0
Connection: TL_B01,TL_S01,13,33,19,9,1,3
Connection: TL_B01,TL_C09,92,28,3,24,0,2
Connection: TL_B01,TL_A01,26,5,29,26,3,1
Connection: TL_B01,TL_C02,69,4,19,71,3,1
Connection: TL_D01,TL_C01,124,100,28,53,3,1
Connection: TL_D01,TL_C09,8,36,147,21,2,0
Connection: TL_D01,TL_E01,110,24,59,30,3,1
Connection: TL_A01,TL_A06,8,27,43,25,2,0
Connection: TL_B02,TL_C03,9,29,30,18,2,0
Connection: TL_B02,TL_A06,98,26,6,24,0,2
Connection: TL_C02,TL_C09,71,71,83,3,1,3
Connection: TL_C02,TL_E01,112,60,12,17,0,2
Connection: TL_C02,TL_A02,19,45,21,28,3,1
Connection: TL_S02,TL_C01,39,24,39,76,1,3
Connection: TL_E01,TL_A03,170,30,41,6,1,3
Connection: TL_E01,TL_C04,234,29,3,31,0,1
Connection: TL_B03,TL_E02,15,64,105,60,1,3
Connection: TL_B03,TL_S03,31,19,17,18,1,2
Connection: TL_B03,TL_G01,38,20,23,6,1,3
Connection: TL_B03,TL_G02,44,17,151,30,0,1
Connection: TL_E02,TL_C04,132,70,92,5,3,3
Connection: TL_E02,TL_F04,8,52,95,35,2,0
Connection: TL_E02,TL_B19,3,5,84,32,2,1
Connection: TL_G01,TL_C04,23,60,108,11,1,3
Connection: TL_B07,TL_C10,43,33,126,26,0,2
Connection: TL_B07,TL_C03,4,20,37,45,2,3
Connection: TL_C10,TL_C03,8,16,35,26,2,0
Connection: TL_B08,TL_A04,8,27,41,23,2,1
Connection: TL_B08,TL_A07,88,9,8,10,0,2
Connection: TL_A07,TL_A08,48,29,4,23,0,2
Connection: TL_A07,TL_S06,25,19,16,18,0,2
Connection: TL_A07,TL_B11,50,10,7,7,0,2
Connection: TL_A08,TL_A09,54,25,4,29,0,2
Connection: TL_A09,TL_B09,44,22,7,29,0,2
Connection: TL_B09,TL_B11,11,11,94,9,2,0
Connection: TL_B09,TL_A10,80,8,9,7,0,2
Connection: TL_B10,TL_B14,11,27,53,28,2,0
Connection: TL_B10,TL_A04,93,9,7,7,0,2
Connection: TL_B11,TL_K01,65,29,478,12,1,2
Connection: TL_F03,TL_J01,21,150,162,13,0,2
Connection: TL_F03,TL_A27,38,128,7,30,3,1
Connection: TL_F03,TL_B14,58,34,11,4,2,3
Connection: TL_F03,TL_S07,132,14,5,2,0,2
Connection: TL_S08,TL_AC01,26,19,1218,42,0,1
Connection: TL_B06,TL_A14,4,42,45,3,2,0
Connection: TL_B06,TL_A11,51,42,2,3,0,2
Connection: TL_B06,TL_A20,4,30,45,8,2,0
Connection: TL_B06,TL_A12,51,30,2,8,0,2
Connection: TL_A12,TL_AC01,49,8,643,36,0,2
Connection: TL_A16,TL_B15,2,3,49,28,2,0
Connection: TL_A16,TL_A17,49,3,2,3,0,2
Connection: TL_A18,TL_A17,2,3,49,3,2,0
Connection: TL_A18,TL_B16,49,3,2,28,0,2
Connection: TL_A19,TL_A25,2,8,44,19,2,0
Connection: TL_A19,TL_A20,49,8,6,8,0,2
Connection: TL_A20,TL_AC01,15,1,483,28,3,1
Connection: TL_A21,TL_AC01,2,8,816,36,2,0
Connection: TL_A21,TL_B15,49,8,2,8,0,2
Connection: TL_A22,TL_B15,2,8,49,8,2,0
Connection: TL_A22,TL_A23,49,8,2,8,0,2
Connection: TL_A22,TL_AC01,26,1,966,28,3,1
Connection: TL_A23,TL_A24,49,8,2,8,0,2
Connection: TL_A23,TL_AC01,12,1,1024,28,3,1
Connection: TL_A24,TL_B16,49,8,2,8,0,2
Connection: TL_J01,TL_A42,189,57,33,7,0,3
Connection: TL_J01,TL_B26,22,17,32,17,1,3
Connection: TL_A42,TL_S13,14,17,39,22,2,0
Connection: TL_A25,TL_B18,3,15,90,2,2,0
Connection: TL_D05,TL_S10,2,146,11,13,1,2
Connection: TL_D05,TL_F04,3,10,98,97,2,0
Connection: TL_F04,TL_C01,21,116,19,20,1,3
Connection: TL_F04,TL_B19,10,12,17,32,3,1
Connection: TL_B19,TL_B20,20,5,66,30,3,1
Connection: TL_B19,TL_C13,74,6,19,31,3,1
Connection: TL_B20,TL_C13,94,18,6,20,0,2
Connection: TL_C13,TL_B21,90,11,56,3,0,2
Connection: TL_C13,TL_B22,141,9,5,11,3,2
Connection: TL_B21,TL_G02,38,31,63,8,1,3
Connection: TL_B21,TL_B23,95,17,4,15,0,2
Connection: TL_B21,TL_A39,4,13,41,22,2,0
Connection: TL_G02,TL_B23,188,7,60,30,3,1
Connection: TL_B22,TL_B23,95,14,92,18,0,0
Connection: TL_E05,TL_M01,3,185,82,15,2,0
Connection: TL_E05,TL_C15,29,9,39,112,0,2
Connection: TL_C04,TL_T01,72,23,10,12,3,3
Connection: TL_C14,TL_A44,141,19,35,9,3,1
Connection: TL_C14,TL_A43,45,11,5,3,0,2
Connection: TL_C14,TL_AC01,16,5,527,8,2,0
Connection: TL_C14,TL_T01,157,5,484,94,0,2
Connection: TL_A43,TL_A44,59,3,5,3,0,2
Connection: TL_D02,TL_C05,8,19,155,19,2,0
Connection: TL_D02,TL_D03,191,19,6,19,0,2
Connection: TL_C05,TL_T01,7,19,70,73,2,3
Connection: TL_D03,TL_T01,192,34,789,110,1,1
Connection: TL_D03,TL_S04,115,10,11,17,2,1
Connection: TL_A28,TL_B24,45,13,5,23,0,2
Connection: TL_A28,TL_AC01,2,2,102,57,2,0
Connection: TL_A29,TL_B24,4,10,56,2,2,0
Connection: TL_A29,TL_B18,44,10,8,18,0,2
Connection: TL_A30,TL_B24,2,20,67,14,1,3
Connection: TL_A30,TL_B18,37,7,4,2,0,2
Connection: TL_A32,TL_K01,2,3,97,18,2,0
Connection: TL_A32,TL_A33,49,3,2,3,0,2
Connection: TL_A33,TL_A34,49,3,2,3,0,2
Connection: TL_A34,TL_K01,49,3,265,18,0,2
Connection: TL_A35,TL_K01,2,3,297,18,2,0
Connection: TL_A35,TL_A36,49,3,2,3,0,2
Connection: TL_A36,TL_A37,49,3,2,3,0,2
Connection: TL_A37,TL_A38,49,3,2,3,0,2
Connection: TL_A38,TL_K01,49,3,531,18,0,2
Connection: TL_D04,TL_D08,7,140,39,133,2,0
Connection: TL_D04,TL_B26,44,19,18,13,1,3
Connection: TL_C15,TL_C16,45,95,7,13,0,2
Connection: TL_C15,TL_B25,44,12,6,9,0,2
Connection: TL_A40,TL_C03,44,25,9,11,0,2
Connection: TL_A40,TL_B25,4,12,56,5,2,0
Connection: TL_B25,TL_C16,74,49,64,6,1,3
Connection: TL_C16,TL_C03,125,20,6,29,0,2
Connection: TL_D08,TL_H01,9,139,94,112,2,0
Connection: TL_H01,TL_M01,12,15,188,112,2,0
Connection: TL_V01,TL_A10,661,68,26,26,2,0
Connection: TL_V01,TL_B14,245,64,104,25,2,0
Connection: TL_V01,TL_A04,266,63,3,25,0,2
Connection: TL_V01,TL_K01,83,35,81,12,1,3
Connection: TL_V01,TL_AC01,1001,12,24,8,0,2
Connection: TL_V01,TL_C03,339,6,24,108,3,1
Connection: TL_V01,TL_C01,891,5,25,115,3,1
Connection: TL_B14,TL_K01,82,28,196,12,2,0
Connection: TL_B14,TL_A27,3,28,10,3,1,3
Connection: TL_AC01,TL_V02,754,42,496,3,1,2
Connection: TL_AC01,TL_B16,1191,36,49,8,2,0
Connection: TL_AC01,GATE_TL_LM,1362,28,11,5,1,3
Connection: TL_V02,TL_A14,213,17,14,10,3,1
Connection: TL_V02,TL_B15,630,17,12,35,3,1
Connection: TL_V02,TL_A13,134,9,2,3,0,2
Connection: TL_V02,TL_A11,376,9,49,3,2,0
Connection: TL_V02,TL_A15,549,9,2,3,0,2
Connection: TL_V02,TL_B16,925,9,49,28,2,0
Connection: TL_V02,TL_A17,779,7,33,2,1,3
Connection: TL_V02,TL_S12,1121,3,14,6,0,2
Connection: TL_V02,TL_T01,427,3,564,111,0,1
Connection: TL_V02,GATE_TL_LM,1078,3,11,19,2,1
Connection: TL_B15,TL_A15,2,28,49,3,2,0
Connection: TL_A13,TL_A14,49,3,6,3,0,2
Connection: TL_T01,TL_A45,92,100,5,3,0,2
Connection: TL_T01,TL_A48,343,100,59,3,2,0
Connection: TL_T01,TL_S14,386,100,5,3,0,2
Connection: TL_T01,TL_A50,511,100,5,3,0,2
Connection: TL_T01,TL_A53,766,100,59,3,2,0
Connection: TL_A45,TL_A46,59,3,5,3,0,2
Connection: TL_A46,TL_A47,59,3,5,3,0,2
Connection: TL_A47,TL_A48,59,3,5,3,0,2
Connection: TL_A50,TL_A51,59,3,5,3,0,2
Connection: TL_A51,TL_A52,59,3,5,3,0,2
Connection: TL_A52,TL_A53,59,3,5,3,0,2
