GATE_TL_OE: -2931.528><279.0065><-2305.948><481.3084><1><><48><35
Connection: TL_A08,TL_A09,54,25,4,29,0,2
Connection: TL_A09,TL_B09,44,22,7,29,0,2
Connection: TL_B09,TL_B11,11,11,94,9,2,0
Connection: TL_B09,TL_A10,80,8,9,7,0,2
Connection: TL_A10,TL_V01,26,26,661,68,0,2
Connection: TL_B10,TL_B14,11,27,53,28,2,0
Connection: TL_K01,TL_A32,97,18,2,3,0,2
Connection: TL_K01,TL_A34,265,18,49,3,2,0
Connection: TL_K01,TL_A35,297,18,2,3,0,2
Connection: TL_K01,TL_A38,531,18,49,3,2,0
Connection: TL_K01,TL_B14,196,12,82,28,0,2
Connection: TL_K01,TL_B11,478,12,65,29,2,1
Connection: TL_K01,TL_V01,81,12,83,35,3,1
Connection: TL_F03,TL_H04,21,150,189,5,0,3
Connection: TL_F03,TL_A27,38,128,7,30,3,1
Connection: TL_F03,TL_B14,58,34,11,4,2,3
Connection: TL_F03,TL_S07,132,14,5,2,0,2
Connection: TL_B14,TL_A27,3,28,10,3,1,3
Connection: TL_B14,TL_V01,104,25,245,64,0,2
Connection: TL_V02,TL_A14,213,17,14,10,3,1
Connection: TL_V02,TL_B15,630,17,12,35,3,1
Connection: TL_V02,TL_A13,134,9,2,3,0,2
Connection: TL_V02,TL_A11,376,9,49,3,2,0
Connection: TL_V02,TL_A15,549,9,2,3,0,2
Connection: TL_V02,TL_B16,925,9,49,28,2,0
Connection: TL_V02,TL_A17,779,7,33,2,1,3
Connection: TL_V02,TL_S12,1121,3,14,6,0,2
Connection: TL_B06,TL_A14,4,42,45,3,2,0
Connection: TL_B06,TL_A11,51,42,2,3,0,2
Connection: TL_B06,TL_A20,4,30,45,8,2,0
Connection: TL_B06,TL_A12,51,30,2,8,0,2
Connection: TL_B15,TL_A15,2,28,49,3,2,0
Connection: TL_B15,TL_A16,49,28,2,3,0,2
Connection: TL_B15,TL_A21,2,8,49,8,2,0
Connection: TL_B15,TL_A22,49,8,2,8,0,2
Connection: TL_B16,TL_A18,2,28,49,3,2,0
Connection: TL_B16,TL_A24,2,8,49,8,2,0
Connection: TL_A13,TL_A14,49,3,6,3,0,2
Connection: TL_A16,TL_A17,49,3,2,3,0,2
Connection: TL_A17,TL_A18,49,3,2,3,0,2
Connection: TL_A19,TL_A25,2,8,44,19,2,0
Connection: TL_A19,TL_A20,49,8,6,8,0,2
Connection: TL_A22,TL_A23,49,8,2,8,0,2
Connection: TL_A23,TL_A24,49,8,2,8,0,2
Connection: TL_A25,TL_B18,3,15,90,2,2,0
Connection: TL_D05,TL_S10,2,146,11,13,1,2
Connection: TL_D05,TL_F04,3,10,98,97,2,0
Connection: TL_F04,TL_B19,10,12,17,32,3,1
Connection: TL_B19,TL_B20,20,5,66,30,3,1
Connection: TL_B19,TL_C13,74,6,19,31,3,1
Connection: TL_B20,TL_C13,94,18,6,20,0,2
Connection: TL_C13,TL_B21,90,11,56,3,0,2
Connection: TL_C13,TL_B22,141,9,5,11,3,2
Connection: TL_B21,TL_G02,38,31,63,8,1,3
Connection: TL_B21,TL_B23,95,17,4,15,0,2
Connection: TL_B21,TL_A39,4,13,41,22,2,0
Connection: TL_G02,TL_B23,188,7,60,30,3,1
Connection: TL_B22,TL_B23,95,14,92,18,0,0
Connection: TL_D02,TL_C05,8,19,155,19,2,0
Connection: TL_D02,TL_D03,191,19,6,19,0,2
Connection: TL_D03,TL_S04,115,10,11,17,2,1
Connection: TL_A28,TL_B24,45,13,5,23,0,2
Connection: TL_A29,TL_B24,4,10,56,2,2,0
Connection: TL_A29,TL_B18,44,10,8,18,0,2
Connection: TL_A30,TL_B24,2,20,67,14,1,3
Connection: TL_A30,TL_B18,37,7,4,2,0,2
Connection: TL_A32,TL_A33,49,3,2,3,0,2
Connection: TL_A33,TL_A34,49,3,2,3,0,2
Connection: TL_A35,TL_A36,49,3,2,3,0,2
Connection: TL_A36,TL_A37,49,3,2,3,0,2
Connection: TL_A37,TL_A38,49,3,2,3,0,2
